Country,Job Title,Age,Quantity,Percentage
France,Data Processing Systems Analyst,48,1,0.01%
France,Data Processing Manager,51,1,0.01%
France,Data Processing Systems Analyst,45,1,0.01%
France,Data Processing Systems Analyst,41,1,0.01%
France,Data Processing Systems Analyst,35,1,0.01%
France,Data Processing Systems Analyst,33,1,0.01%
France,Data Processing Systems Analyst,27,1,0.01%
France,Data Processing Systems Analyst,24,1,0.01%
France,Data Processing Manager,53,1,0.01%
France,Data Processing Manager,52,1,0.01%
France,Data Processing Manager,44,1,0.01%
France,Data Processing Auditor,48,1,0.01%
France,Data Processing Manager,43,1,0.01%
France,Data Processing Manager,41,1,0.01%
France,Data Processing Manager,36,1,0.01%
France,Data Processing Consultant,51,1,0.01%
France,Data Processing Consultant,42,1,0.01%
France,Data Processing Consultant,39,1,0.01%
France,Data Processing Consultant,29,1,0.01%
France,Data Processing Consultant,25,1,0.01%
France,Data Systems Manager,44,1,0.01%
France,Data Systems Manager,52,1,0.01%
France,Data Technician,49,1,0.01%
France,Database Administration Manager,29,1,0.01%
France,Database Architect,24,1,0.01%
France,Database Architect,19,1,0.01%
France,Database Architect,17,1,0.01%
France,Database Analyst,30,1,0.01%
France,Database Analyst,28,1,0.01%
France,Database Analyst,20,1,0.01%
France,Database Administration Project Manager,60,1,0.01%
France,Database Administration Manager,32,1,0.01%
France,Database Administration Associate,49,1,0.01%
France,Database Architect,38,1,0.01%
France,Database Administration Associate,46,1,0.01%
France,Database Administration Associate,44,1,0.01%
France,Database Administration Associate,42,1,0.01%
France,Database Administration Associate,41,1,0.01%
France,Database Administration Associate,38,1,0.01%
France,Database Administration Associate,35,1,0.01%
France,Database Administration Associate,20,1,0.01%
France,Data Warehousing Specialist,43,1,0.01%
France,Database Architect,30,1,0.01%
France,Database Architect,41,1,0.01%
France,Data Warehousing Specialist,41,1,0.01%
France,Database Consultant,36,1,0.01%
France,Database Coordinator,25,1,0.01%
France,Database Coordinator,24,1,0.01%
France,Database Consultant,59,1,0.01%
France,Database Consultant,50,1,0.01%
France,Database Consultant,45,1,0.01%
France,Database Consultant,44,1,0.01%
France,Database Consultant,41,1,0.01%
France,Database Consultant,40,1,0.01%
France,Database Consultant,35,1,0.01%
France,Database Architect,44,1,0.01%
France,Database Consultant,34,1,0.01%
France,Database Consultant,32,1,0.01%
France,Database Consultant,29,1,0.01%
France,Database Consultant,28,1,0.01%
France,Database Consultant,27,1,0.01%
France,Database Consultant,20,1,0.01%
France,Database Architect,50,1,0.01%
France,Database Architect,46,1,0.01%
France,Data Warehousing Specialist,42,1,0.01%
France,Data Warehousing Specialist,40,1,0.01%
France,Data Transcriber,22,1,0.01%
France,Data Warehouse Analyst,58,1,0.01%
France,Data Warehouse Developer,42,1,0.01%
France,Data Warehouse Developer,30,1,0.01%
France,Data Warehouse Architect,59,1,0.01%
France,Data Warehouse Architect,46,1,0.01%
France,Data Warehouse Architect,45,1,0.01%
France,Data Warehouse Architect,43,1,0.01%
France,Data Warehouse Architect,39,1,0.01%
France,Data Warehouse Architect,34,1,0.01%
France,Data Warehouse Analyst,51,1,0.01%
France,Data Warehouse Developer,53,1,0.01%
France,Data Warehouse Analyst,40,1,0.01%
France,Data Warehouse Analyst,38,1,0.01%
France,Data Warehouse Analyst,35,1,0.01%
France,Data Warehouse Analyst,29,1,0.01%
France,Data Warehouse Analyst,28,1,0.01%
France,Data Typist,55,1,0.01%
France,Data Transcriber,48,1,0.01%
France,Data Transcriber,39,1,0.01%
France,Data Warehouse Developer,43,1,0.01%
France,Data Warehouse Developer,54,1,0.01%
France,Data Warehousing Specialist,28,1,0.01%
France,Data Warehousing Engineer,42,1,0.01%
France,Data Warehousing Specialist,27,1,0.01%
France,Data Warehousing Specialist,18,1,0.01%
France,Data Warehousing Manager,54,1,0.01%
France,Data Warehousing Manager,48,1,0.01%
France,Data Warehousing Manager,40,1,0.01%
France,Data Warehousing Manager,35,1,0.01%
France,Data Warehousing Engineer,53,1,0.01%
France,Data Warehousing Engineer,45,1,0.01%
France,Data Warehousing Engineer,28,1,0.01%
France,Data Warehouse Specialist,21,1,0.01%
France,Data Warehousing Engineer,25,1,0.01%
France,Data Warehousing Engineer,19,1,0.01%
France,Data Warehouse Specialist,51,1,0.01%
France,Data Warehouse Specialist,45,1,0.01%
France,Data Warehouse Specialist,44,1,0.01%
France,Data Warehouse Specialist,38,1,0.01%
France,Data Warehouse Specialist,32,1,0.01%
France,Data Warehouse Specialist,25,1,0.01%
France,Data Modeling Specialist,41,1,0.01%
France,Data Modeling Specialist,28,1,0.01%
Finland,No Full-Time Job,56,1,0.01%
France,Data Modeling Specialist,25,1,0.01%
France,Clinical Trials Data Coordinator,39,1,0.01%
France,Clinical Data Specialist,42,1,0.01%
France,Clinical Data Manager,57,1,0.01%
France,Clinical Data Manager,29,1,0.01%
France,Clinical Data Management Manager (CDM Manager),62,1,0.01%
France,Clinical Data Management Manager (CDM Manager),61,1,0.01%
France,Clinical Data Management Manager (CDM Manager),41,1,0.01%
France,Clinical Data Management Manager (CDM Manager),25,1,0.01%
France,Clinical Data Management Associate Director,45,1,0.01%
France,Clinical Data Management Associate Director,29,1,0.01%
France,Clinical Data Coordinator,41,1,0.01%
France,Clinical Data Coordinator,20,1,0.01%
France,Clinical Data Associate,40,1,0.01%
France,Clinical Data Associate,27,1,0.01%
France,Clinical Data Analyst,49,1,0.01%
France,Clinical Data Analyst,46,1,0.01%
France,Business Database Analyst,51,1,0.01%
France,Business Database Analyst,48,1,0.01%
France,Business Database Analyst,43,1,0.01%
France,Clinical Trials Data Coordinator,40,1,0.01%
France,Clinical Trials Data Coordinator,47,1,0.01%
France,Computer or Data Processing Systems Consultant,24,1,0.01%
France,Customer Data Technician,23,1,0.01%
France,Data Architect,28,1,0.01%
France,Data Architect,25,1,0.01%
France,Data Administrator,46,1,0.01%
France,Data Administrator,41,1,0.01%
France,Data Administrator,40,1,0.01%
France,Data Administrator,37,1,0.01%
France,Data Administrator,31,1,0.01%
France,Data Administrator,21,1,0.01%
France,Crime Data Specialist,24,1,0.01%
France,Computer or Data Processing Systems Consultant,33,1,0.01%
France,Computer or Data Processing Systems Consultant,60,1,0.01%
France,Computer or Data Processing Systems Consultant,53,1,0.01%
France,Computer or Data Processing Systems Consultant,47,1,0.01%
France,Computer or Data Processing Systems Consultant,44,1,0.01%
France,Computer or Data Processing Systems Consultant,42,1,0.01%
France,Computer or Data Processing Systems Consultant,40,1,0.01%
France,Computer or Data Processing Systems Consultant,36,1,0.01%
France,Computer or Data Processing Systems Consultant,35,1,0.01%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),55,1,0.01%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),52,1,0.01%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),49,1,0.01%
France,Analytical Data Miner,56,1,0.01%
France,Automatic Data Processing Planner,15,1,0.01%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),61,1,0.01%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),47,1,0.01%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),46,1,0.01%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),43,1,0.01%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),41,1,0.01%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),38,1,0.01%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),35,1,0.01%
France,Analytical Data Miner,49,1,0.01%
France,Automatic Data Processing Planner,21,1,0.01%
Finland,SCADA Technician (Supervisory Control and Data Acquisition Technician),28,1,0.01%
Finland,Oracle Database Administrator (Oracle DBA),59,1,0.01%
Finland,Oracle Database Administrator (Oracle DBA),35,1,0.01%
Finland,No Full-Time Job,64,1,0.01%
Finland,No Full-Time Job,62,1,0.01%
Finland,No Full-Time Job,61,1,0.01%
Finland,No Full-Time Job,59,1,0.01%
Finland,No Full-Time Job,58,1,0.01%
France,Automatic Data Processing Planner,20,1,0.01%
France,Automatic Data Processing Planner,26,1,0.01%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),35,1,0.01%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),33,1,0.01%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),32,1,0.01%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),25,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),61,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),50,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),45,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),44,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),42,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),31,1,0.01%
France,Automatic Data Processing Planner,28,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),29,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),25,1,0.01%
France,Automatic Data Processing Planner,56,1,0.01%
France,Automatic Data Processing Planner,50,1,0.01%
France,Automatic Data Processing Planner,46,1,0.01%
France,Automatic Data Processing Planner,41,1,0.01%
France,Automatic Data Processing Planner,35,1,0.01%
France,Automatic Data Processing Planner,33,1,0.01%
France,Data Architect,29,1,0.01%
France,Data Architect,41,1,0.01%
France,Data Architect,42,1,0.01%
France,Data Entry Specialist,49,1,0.01%
France,Data Management Associate,54,1,0.01%
France,Data Management Associate,47,1,0.01%
France,Data Management Associate,41,1,0.01%
France,Data Management Associate,40,1,0.01%
France,Data Management Associate,33,1,0.01%
France,Data Management Associate,27,1,0.01%
France,Data Input Clerk,51,1,0.01%
France,Data Entry Supervisor,28,1,0.01%
France,Data Entry Specialist,27,1,0.01%
France,Data Management Associate,57,1,0.01%
France,Data Entry Representative,58,1,0.01%
France,Data Entry Representative,51,1,0.01%
France,Data Entry Representative,41,1,0.01%
France,Data Entry Representative,25,1,0.01%
France,Data Entry Machine Operator,48,1,0.01%
France,Data Entry Machine Operator,34,1,0.01%
France,Data Entry Clerk,56,1,0.01%
France,Data Entry Clerk,53,1,0.01%
France,Data Management Associate,55,1,0.01%
France,Data Management Information Technology Specialist,30,1,0.01%
France,Data Entry Clerk,40,1,0.01%
France,Data Miner,40,1,0.01%
France,Data Modeling Specialist,23,1,0.01%
France,Data Modeling Specialist,21,1,0.01%
France,Data Modeler,56,1,0.01%
France,Data Modeler,37,1,0.01%
France,Data Miner,59,1,0.01%
France,Data Miner,50,1,0.01%
France,Data Miner,42,1,0.01%
France,Data Miner,41,1,0.01%
France,Data Miner,35,1,0.01%
France,Data Management Information Technology Specialist,35,1,0.01%
France,Data Miner,27,1,0.01%
France,Data Miner,21,1,0.01%
France,Data Miner,19,1,0.01%
France,Data Miner,14,1,0.01%
France,Data Manager,30,1,0.01%
France,Data Management Manager,26,1,0.01%
France,Data Management Information Technology Specialist,47,1,0.01%
France,Data Management Information Technology Specialist,45,1,0.01%
France,Data Entry Clerk,45,1,0.01%
France,Data Coordinator,58,1,0.01%
France,Data Architect,53,1,0.01%
France,Data Collection Technician,40,1,0.01%
France,Data Communications Analyst,47,1,0.01%
France,Data Communications Analyst,43,1,0.01%
France,Data Communications Analyst,35,1,0.01%
France,Data Communications Analyst,29,1,0.01%
France,Data Communications Analyst,26,1,0.01%
France,Data Communications Analyst,25,1,0.01%
France,Data Collector,50,1,0.01%
France,Data Collection Technician,46,1,0.01%
France,Data Collection Technician,20,1,0.01%
France,Data Communications Software Consultant,14,1,0.01%
France,Data Coder Operator,53,1,0.01%
France,Data Coder Operator,30,1,0.01%
France,Data Capture Specialist,46,1,0.01%
France,Data Base Design Analyst,38,1,0.01%
France,Data Base Design Analyst,30,1,0.01%
France,Data Base Design Analyst,29,1,0.01%
France,Data Base Design Analyst,18,1,0.01%
France,Data Architect,56,1,0.01%
France,Data Communications Analyst,52,1,0.01%
France,Data Communications Software Consultant,33,1,0.01%
France,Data Coordinator,46,1,0.01%
France,Data Control Clerk Supervisor,43,1,0.01%
France,Data Coordinator,45,1,0.01%
France,Data Coordinator,41,1,0.01%
France,Data Coordinator,39,1,0.01%
France,Data Coordinator,36,1,0.01%
France,Data Coordinator,35,1,0.01%
France,Data Coordinator,33,1,0.01%
France,Data Coordinator,25,1,0.01%
France,Data Coordinator,21,1,0.01%
France,Data Control Assistant,32,1,0.01%
France,Data Communications Software Consultant,34,1,0.01%
France,Data Communications Technician,56,1,0.01%
France,Data Communications Technician,55,1,0.01%
France,Data Communications Technician,45,1,0.01%
France,Data Communications Technician,33,1,0.01%
France,Data Communications Software Consultant,59,1,0.01%
France,Data Communications Software Consultant,54,1,0.01%
France,Data Communications Software Consultant,49,1,0.01%
France,Data Communications Software Consultant,44,1,0.01%
France,Database Coordinator,26,1,0.01%
France,Database Coordinator,34,1,0.01%
France,Database Coordinator,38,1,0.01%
France,Database Coordinator,39,1,0.01%
Germany,Automatic Data Processing Planner,26,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),52,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),43,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),27,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),22,1,0.01%
France,Voice and Data Technician,35,1,0.01%
France,Survey Data Technician,35,1,0.01%
France,Scientific Database Curator,42,1,0.01%
France,Scientific Database Curator,25,1,0.01%
France,SQL Database Administrator,42,1,0.01%
France,SQL Database Administrator,39,1,0.01%
France,SQL Database Administrator,32,1,0.01%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),43,1,0.01%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),31,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),52,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),40,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),22,1,0.01%
France,Reference Data Expert,22,1,0.01%
Germany,Automatic Data Processing Planner,29,1,0.01%
Germany,Automatic Data Processing Planner,36,1,0.01%
Germany,Automatic Data Processing Planner,39,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),53,1,0.01%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),54,1,0.01%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),42,1,0.01%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),35,1,0.01%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26,1,0.01%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),25,1,0.01%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),19,1,0.01%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),18,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),58,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),45,1,0.01%
Germany,Automatic Data Processing Planner,64,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),42,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),39,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),34,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),28,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),27,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),26,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),24,1,0.01%
Germany,Automatic Data Processing Planner (ADP Planner),19,1,0.01%
France,Oracle Database Administrator (Oracle DBA),53,1,0.01%
France,Oracle Database Administrator (Oracle DBA),52,1,0.01%
France,Oracle Database Administrator (Oracle DBA),45,1,0.01%
France,Head of Information Systems and Data Processing,51,1,0.01%
France,Internet Database Specialist,51,1,0.01%
France,Internet Database Specialist,47,1,0.01%
France,Internet Database Specialist,43,1,0.01%
France,Internet Database Specialist,41,1,0.01%
France,Internet Database Specialist,40,1,0.01%
France,Internet Database Specialist,38,1,0.01%
France,Internet Database Specialist,34,1,0.01%
France,Internet Database Specialist,18,1,0.01%
France,Head of Information Systems and Data Processing,50,1,0.01%
France,Internet Database Specialist,62,1,0.01%
France,Head of Information Systems and Data Processing,49,1,0.01%
France,Head of Information Systems and Data Processing,45,1,0.01%
France,Head of Information Systems and Data Processing,44,1,0.01%
France,Head of Information Systems and Data Processing,40,1,0.01%
France,Head of Information Systems and Data Processing,35,1,0.01%
France,Head of Information Systems and Data Processing,32,1,0.01%
France,Head of Information Systems and Data Processing,31,1,0.01%
France,Head of Information Systems and Data Processing,30,1,0.01%
France,Internet Database Specialist,58,1,0.01%
France,Log Data Technician,21,1,0.01%
France,Oracle Database Administrator (Oracle DBA),44,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,43,1,0.01%
France,Oracle Database Administrator (Oracle DBA),42,1,0.01%
France,Oracle Database Administrator (Oracle DBA),36,1,0.01%
France,Oracle Database Administrator (Oracle DBA),34,1,0.01%
France,Oracle Database Administrator (Oracle DBA),32,1,0.01%
France,Oracle Database Administrator (Oracle DBA),25,1,0.01%
France,Oracle Database Administrator (Oracle DBA),19,1,0.01%
France,"Operations Officer, Afloat (Naval Tactical Data Systems)",50,1,0.01%
France,No Full-Time Job,54,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,28,1,0.01%
France,Log Data Technician,40,1,0.01%
France,Micro Computer Data Processor,51,1,0.01%
France,Medical Data Analyst,43,1,0.01%
France,Medical Data Analyst,40,1,0.01%
France,Marketing Database Analyst,46,1,0.01%
France,Maintenance Data Analyst,41,1,0.01%
France,Maintenance Data Analyst,21,1,0.01%
France,Log Data Technician,46,1,0.01%
France,Log Data Technician,45,1,0.01%
Germany,Business Database Analyst,25,1,0.01%
Germany,Clinical Data Abstractor,28,1,0.01%
Germany,Clinical Data Abstractor,33,1,0.01%
Germany,Data Base Design Analyst,42,1,0.01%
Germany,Data Center Operator,47,1,0.01%
Germany,Data Center Operator,36,1,0.01%
Germany,Data Center Operator,16,1,0.01%
Germany,Data Center Manager,42,1,0.01%
Germany,Data Center Manager,32,1,0.01%
Germany,Data Base Design Analyst,58,1,0.01%
Germany,Data Base Design Analyst,48,1,0.01%
Germany,Data Base Design Analyst,45,1,0.01%
Germany,Data Base Design Analyst,41,1,0.01%
Germany,Data Center Operator,55,1,0.01%
Germany,Data Base Design Analyst,33,1,0.01%
Germany,Data Base Design Analyst,24,1,0.01%
Germany,Data Base Design Analyst,21,1,0.01%
Germany,Data Architect,57,1,0.01%
Germany,Data Architect,50,1,0.01%
Germany,Data Architect,48,1,0.01%
Germany,Data Architect,47,1,0.01%
Germany,Data Architect,45,1,0.01%
Germany,Data Center Operator,48,1,0.01%
Germany,Data Coder Operator,52,1,0.01%
Germany,Data Architect,42,1,0.01%
Germany,Data Communications Analyst,43,1,0.01%
Germany,Data Communications Software Consultant,32,1,0.01%
Germany,Data Communications Software Consultant,24,1,0.01%
Germany,Data Communications Software Consultant,23,1,0.01%
Germany,Data Communications Analyst,61,1,0.01%
Germany,Data Communications Analyst,54,1,0.01%
Germany,Data Communications Analyst,47,1,0.01%
Germany,Data Communications Analyst,46,1,0.01%
Germany,Data Communications Analyst,45,1,0.01%
Germany,Data Communications Analyst,39,1,0.01%
Germany,Data Collection Technician,44,1,0.01%
Germany,Data Communications Analyst,38,1,0.01%
Germany,Data Communications Analyst,28,1,0.01%
Germany,Data Communications Analyst,27,1,0.01%
Germany,Data Communications Analyst,26,1,0.01%
Germany,Data Communications Analyst,25,1,0.01%
Germany,Data Communications Analyst,20,1,0.01%
Germany,Data Collection Technician,49,1,0.01%
Germany,Data Collection Technician,47,1,0.01%
Germany,Data Architect,44,1,0.01%
Germany,Data Architect,40,1,0.01%
Germany,Clinical Data Abstractor,47,1,0.01%
Germany,Clinical Data Management Associate Director,52,1,0.01%
Germany,Computer or Data Processing Systems Consultant,28,1,0.01%
Germany,Computer or Data Processing Systems Consultant,27,1,0.01%
Germany,Computer or Data Processing Systems Consultant,26,1,0.01%
Germany,Computer or Data Processing Systems Consultant,21,1,0.01%
Germany,Computer or Data Processing Systems Consultant,20,1,0.01%
Germany,Clinical Trials Data Coordinator,41,1,0.01%
Germany,Clinical Data Manager,28,1,0.01%
Germany,Clinical Data Management Manager (CDM Manager),41,1,0.01%
Germany,Clinical Data Management Associate Director,47,1,0.01%
Germany,Computer or Data Processing Systems Consultant,45,1,0.01%
Germany,Clinical Data Management Associate Director,27,1,0.01%
Germany,Clinical Data Coordinator,40,1,0.01%
Germany,Clinical Data Coordinator,33,1,0.01%
Germany,Clinical Data Coordinator,16,1,0.01%
Germany,Clinical Data Associate,40,1,0.01%
Germany,Clinical Data Analyst,51,1,0.01%
Germany,Clinical Data Analyst,44,1,0.01%
Germany,Clinical Data Abstractor,48,1,0.01%
Germany,Computer or Data Processing Systems Consultant,36,1,0.01%
Germany,Computer or Data Processing Systems Consultant,52,1,0.01%
Germany,Data Architect,38,1,0.01%
Germany,Data Administrator,34,1,0.01%
Germany,Data Architect,31,1,0.01%
Germany,Data Architect,26,1,0.01%
Germany,Data Architect,21,1,0.01%
Germany,Data Architect,19,1,0.01%
Germany,Data Administrator,57,1,0.01%
Germany,Data Administrator,47,1,0.01%
Germany,Data Administrator,45,1,0.01%
Germany,Data Administrator,40,1,0.01%
Germany,Data Administrator,32,1,0.01%
Germany,Computer or Data Processing Systems Consultant,53,1,0.01%
Germany,Data Administrator,28,1,0.01%
Germany,Data Administrator,21,1,0.01%
Germany,Data Abstractor,46,1,0.01%
Germany,Data Abstractor,27,1,0.01%
Germany,Customer Data Technician,60,1,0.01%
Germany,Customer Data Technician,45,1,0.01%
Germany,Crime Data Specialist,24,1,0.01%
Germany,Computer or Data Processing Systems Consultant,58,1,0.01%
France,Head of Information Systems and Data Processing,25,1,0.01%
France,Head of Information Systems and Data Processing,20,1,0.01%
France,Geographic Information Systems Database Administrator (GIS Database Administrator),50,1,0.01%
France,Database Marketing Analyst,39,1,0.01%
France,Database Marketing Analyst,52,1,0.01%
France,Database Marketing Analyst,51,1,0.01%
France,Database Marketing Analyst,45,1,0.01%
France,Database Marketing Analyst,44,1,0.01%
France,Database Marketing Analyst,43,1,0.01%
France,Database Marketing Analyst,42,1,0.01%
France,Database Marketing Analyst,41,1,0.01%
France,Database Marketing Analyst,40,1,0.01%
France,Database Marketing Analyst,32,1,0.01%
France,Database Modeler,40,1,0.01%
France,Database Marketing Analyst,26,1,0.01%
France,Database Marketing Analyst,25,1,0.01%
France,Database Manager,57,1,0.01%
France,Database Manager,56,1,0.01%
France,Database Manager,49,1,0.01%
France,Database Manager,45,1,0.01%
France,Database Manager,39,1,0.01%
France,Database Manager,32,1,0.01%
France,Database Modeler,39,1,0.01%
France,Database Modeler,43,1,0.01%
France,Database Manager,27,1,0.01%
France,Database Security Administrator,47,1,0.01%
France,Database Software Technician,29,1,0.01%
France,Database Software Technician,26,1,0.01%
France,Database Security Expert,59,1,0.01%
France,Database Security Expert,51,1,0.01%
France,Database Security Expert,49,1,0.01%
France,Database Security Expert,46,1,0.01%
France,Database Security Expert,21,1,0.01%
France,Database Security Administrator,48,1,0.01%
France,Database Security Administrator,45,1,0.01%
France,Database Modeler,50,1,0.01%
France,Database Security Administrator,42,1,0.01%
France,Database Security Administrator,37,1,0.01%
France,Database Security Administrator,33,1,0.01%
France,Database Programmer,51,1,0.01%
France,Database Programmer,48,1,0.01%
France,Database Programmer,33,1,0.01%
France,Database Modeler,55,1,0.01%
France,Database Modeler,51,1,0.01%
France,Database Manager,30,1,0.01%
France,Database Manager,26,1,0.01%
France,Database Software Technician,41,1,0.01%
France,Database Design Analyst,34,1,0.01%
France,Database Designer,42,1,0.01%
France,Database Designer,41,1,0.01%
France,Database Designer,40,1,0.01%
France,Database Designer,31,1,0.01%
France,Database Designer,26,1,0.01%
France,Database Design Analyst,58,1,0.01%
France,Database Design Analyst,54,1,0.01%
France,Database Design Analyst,48,1,0.01%
France,Database Design Analyst,27,1,0.01%
France,Database Designer,50,1,0.01%
France,Database Design Analyst,19,1,0.01%
France,Database Coordinator,55,1,0.01%
France,Database Coordinator,51,1,0.01%
France,Database Coordinator,47,1,0.01%
France,Database Coordinator,45,1,0.01%
France,Database Coordinator,43,1,0.01%
France,Database Coordinator,42,1,0.01%
France,Database Coordinator,40,1,0.01%
France,Database Designer,48,1,0.01%
France,Database Designer,56,1,0.01%
France,Database Manager,19,1,0.01%
France,Database Engineer,28,1,0.01%
France,Database Management System Specialist (DBMS Specialist),54,1,0.01%
France,Database Management System Specialist (DBMS Specialist),47,1,0.01%
France,Database Management System Specialist (DBMS Specialist),46,1,0.01%
France,Database Management System Specialist (DBMS Specialist),44,1,0.01%
France,Database Engineer,54,1,0.01%
France,Database Engineer,45,1,0.01%
France,Database Engineer,41,1,0.01%
France,Database Engineer,31,1,0.01%
France,Database Engineer,27,1,0.01%
France,Database Developer,44,1,0.01%
France,Database Engineer,24,1,0.01%
France,Database Development and Administration Project Manager,52,1,0.01%
France,Database Development and Administration Project Manager,47,1,0.01%
France,Database Development and Administration Project Manager,44,1,0.01%
France,Database Development and Administration Project Manager,37,1,0.01%
France,Database Development and Administration Project Manager,34,1,0.01%
France,Database Development and Administration Project Manager,32,1,0.01%
France,Database Development Project Manager,44,1,0.01%
France,Database Software Technician,33,1,0.01%
France,Database Software Technician,42,1,0.01%
France,Geographic Information Systems Database Administrator (GIS Database Administrator),40,1,0.01%
France,Field Traffic Data Technician,26,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),39,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),35,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),28,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),25,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),23,1,0.01%
France,GPS Field Data Collector (Global Positioning System Field Data Collector),38,1,0.01%
France,Flight Test Data Acquisition Technician,49,1,0.01%
France,Field Traffic Data Technician,36,1,0.01%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",63,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),41,1,0.01%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",50,1,0.01%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",49,1,0.01%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",48,1,0.01%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",42,1,0.01%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",25,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),57,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),48,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),41,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),40,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),49,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),22,1,0.01%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),28,1,0.01%
France,Geographic Information Systems Database Administrator (GIS Database Administrator),25,1,0.01%
France,Geographic Information Systems Database Administrator (GIS Database Administrator),19,1,0.01%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),51,1,0.01%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),44,1,0.01%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),42,1,0.01%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),40,1,0.01%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),36,1,0.01%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),35,1,0.01%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),20,1,0.01%
