Country,Job Title,Age,Quantity,Percentage
Ireland,No Full-Time Job,42,1.0,0.02%
Ireland,No Full-Time Job,44,1.0,0.02%
Ireland,No Full-Time Job,45,1.0,0.02%
Ireland,No Full-Time Job,46,1.0,0.02%
Ireland,No Full-Time Job,48,1.0,0.02%
Ireland,No Full-Time Job,49,1.0,0.02%
Ireland,No Full-Time Job,52,1.0,0.02%
Ireland,No Full-Time Job,60,1.0,0.02%
Ireland,No Full-Time Job,63,1.0,0.02%
Ireland,Oracle Database Administrator (Oracle DBA),29,1.0,0.02%
Italy,Clinical Data Abstractor,49,1.0,0.02%
Italy,Data Coordinator,24,1.0,0.02%
Italy,Data Coordinator,34,1.0,0.02%
Italy,Data Coordinator,35,1.0,0.02%
Italy,Data Coordinator,40,1.0,0.02%
Italy,Data Coordinator,42,1.0,0.02%
Italy,Data Coordinator,45,1.0,0.02%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),52,1.0,0.02%
Italy,No Full-Time Job,60,1.0,0.02%
Germany,Data Coordinator,44,1.0,0.02%
Lithuania,No Full-Time Job,47,1.0,0.02%
Lithuania,No Full-Time Job,53,1.0,0.02%
Lithuania,No Full-Time Job,57,1.0,0.02%
Lithuania,Oracle Database Administrator (Oracle DBA),24,1.0,0.02%
Luxembourg,No Full-Time Job,15,1.0,0.02%
Luxembourg,No Full-Time Job,23,1.0,0.02%
Malta,Data Scientist,40,1.0,0.02%
Malta,No Full-Time Job,20,1.0,0.02%
Malta,No Full-Time Job,35,1.0,0.02%
Malta,No Full-Time Job,61,1.0,0.02%
Netherlands,Data Coordinator,32,1.0,0.02%
Netherlands,Data Scientist,22,1.0,0.02%
Netherlands,Data Scientist,32,1.0,0.02%
Netherlands,Data Scientist,51,1.0,0.02%
Netherlands,Data Warehouse Analyst,40,1.0,0.02%
Netherlands,Data Warehouse Analyst,45,1.0,0.02%
Netherlands,Data Warehouse Analyst,47,1.0,0.02%
Netherlands,Database Modeler,28,1.0,0.02%
Netherlands,Database Modeler,43,1.0,0.02%
Netherlands,Database Modeler,52,1.0,0.02%
Netherlands,Geographic Information Systems Data Manager (GIS Data Manager),26,1.0,0.02%
Netherlands,No Full-Time Job,28,1.0,0.02%
Netherlands,No Full-Time Job,29,1.0,0.02%
Netherlands,No Full-Time Job,30,1.0,0.02%
Netherlands,No Full-Time Job,33,1.0,0.02%
Netherlands,No Full-Time Job,35,1.0,0.02%
Lithuania,No Full-Time Job,51,1.0,0.02%
Lithuania,No Full-Time Job,43,1.0,0.02%
Italy,Oracle Database Administrator (Oracle DBA),22,1.0,0.02%
Lithuania,No Full-Time Job,42,1.0,0.02%
Italy,Oracle Database Administrator (Oracle DBA),34,1.0,0.02%
Italy,Oracle Database Administrator (Oracle DBA),41,1.0,0.02%
Italy,Oracle Database Administrator (Oracle DBA),42,1.0,0.02%
Latvia,Data Coordinator,39,1.0,0.02%
Latvia,No Full-Time Job,14,1.0,0.02%
Latvia,No Full-Time Job,18,1.0,0.02%
Latvia,No Full-Time Job,19,1.0,0.02%
Latvia,No Full-Time Job,20,1.0,0.02%
Latvia,No Full-Time Job,21,1.0,0.02%
Latvia,No Full-Time Job,26,1.0,0.02%
Latvia,No Full-Time Job,28,1.0,0.02%
Latvia,No Full-Time Job,32,1.0,0.02%
Latvia,No Full-Time Job,34,1.0,0.02%
Latvia,No Full-Time Job,41,1.0,0.02%
Latvia,No Full-Time Job,46,1.0,0.02%
Lithuania,No Full-Time Job,20,1.0,0.02%
Lithuania,No Full-Time Job,21,1.0,0.02%
Lithuania,No Full-Time Job,22,1.0,0.02%
Lithuania,No Full-Time Job,23,1.0,0.02%
Lithuania,No Full-Time Job,25,1.0,0.02%
Lithuania,No Full-Time Job,29,1.0,0.02%
Lithuania,No Full-Time Job,31,1.0,0.02%
Lithuania,No Full-Time Job,32,1.0,0.02%
Lithuania,No Full-Time Job,37,1.0,0.02%
Lithuania,No Full-Time Job,38,1.0,0.02%
Ireland,No Full-Time Job,17,1.0,0.02%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),40,1.0,0.02%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),26,1.0,0.02%
Germany,Database Modeler,46,1.0,0.02%
Germany,Database Modeler,50,1.0,0.02%
Germany,Database Modeler,51,1.0,0.02%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),29,1.0,0.02%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),30,1.0,0.02%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),37,1.0,0.02%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),50,1.0,0.02%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),59,1.0,0.02%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),63,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),21,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),23,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),32,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),37,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),39,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),44,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),45,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),46,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),47,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),50,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),61,1.0,0.02%
Germany,Oracle Database Administrator (Oracle DBA),63,1.0,0.02%
Greece,Clinical Data Abstractor,45,1.0,0.02%
Greece,Clinical Data Abstractor,47,1.0,0.02%
Greece,Data Coordinator,46,1.0,0.02%
Greece,Data Scientist,39,1.0,0.02%
Greece,Data Scientist,48,1.0,0.02%
Germany,Database Modeler,47,1.0,0.02%
Germany,Database Modeler,45,1.0,0.02%
Ireland,Database Modeler,44,1.0,0.02%
Germany,Database Modeler,42,1.0,0.02%
Germany,Data Coordinator,49,1.0,0.02%
Germany,Data Coordinator,52,1.0,0.02%
Germany,Data Coordinator,60,1.0,0.02%
Germany,Data Coordinator,62,1.0,0.02%
Germany,Data Entry Machine Operator,23,1.0,0.02%
Germany,Data Entry Representative,25,1.0,0.02%
Germany,Data Entry Representative,28,1.0,0.02%
Germany,Data Scientist,35,1.0,0.02%
Germany,Data Scientist,44,1.0,0.02%
Germany,Data Scientist,48,1.0,0.02%
Germany,Data Scientist,49,1.0,0.02%
Germany,Data Scientist,50,1.0,0.02%
Germany,Data Scientist,51,1.0,0.02%
Germany,Data Warehouse Analyst,20,1.0,0.02%
Germany,Data Warehouse Analyst,31,1.0,0.02%
Germany,Data Warehouse Analyst,43,1.0,0.02%
Germany,Data Warehouse Analyst,45,1.0,0.02%
Germany,Data Warehouse Analyst,46,1.0,0.02%
Germany,Data Warehouse Analyst,48,1.0,0.02%
Germany,Data Warehouse Analyst,57,1.0,0.02%
Germany,Database Modeler,24,1.0,0.02%
Germany,Database Modeler,33,1.0,0.02%
Germany,Database Modeler,34,1.0,0.02%
Germany,Database Modeler,35,1.0,0.02%
Germany,Database Modeler,41,1.0,0.02%
Greece,Data Warehouse Analyst,35,1.0,0.02%
Greece,Data Warehouse Analyst,41,1.0,0.02%
Greece,Database Modeler,23,1.0,0.02%
Greece,Database Modeler,32,1.0,0.02%
Hungary,Data Warehouse Analyst,25,1.0,0.02%
Hungary,Data Warehouse Analyst,33,1.0,0.02%
Hungary,Database Modeler,42,1.0,0.02%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),31,1.0,0.02%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),40,1.0,0.02%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),48,1.0,0.02%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),52,1.0,0.02%
Hungary,No Full-Time Job,17,1.0,0.02%
Hungary,No Full-Time Job,19,1.0,0.02%
Hungary,No Full-Time Job,21,1.0,0.02%
Hungary,No Full-Time Job,27,1.0,0.02%
Hungary,No Full-Time Job,28,1.0,0.02%
Hungary,No Full-Time Job,30,1.0,0.02%
Hungary,No Full-Time Job,33,1.0,0.02%
Hungary,No Full-Time Job,45,1.0,0.02%
Hungary,No Full-Time Job,46,1.0,0.02%
Hungary,No Full-Time Job,47,1.0,0.02%
Hungary,No Full-Time Job,51,1.0,0.02%
Hungary,No Full-Time Job,53,1.0,0.02%
Hungary,No Full-Time Job,61,1.0,0.02%
Hungary,No Full-Time Job,63,1.0,0.02%
Hungary,Oracle Database Administrator (Oracle DBA),47,1.0,0.02%
Ireland,Data Scientist,38,1.0,0.02%
Ireland,Data Warehouse Analyst,29,1.0,0.02%
Ireland,Database Modeler,14,1.0,0.02%
Hungary,Data Entry Machine Operator,49,1.0,0.02%
Hungary,Data Coordinator,59,1.0,0.02%
Hungary,Data Coordinator,48,1.0,0.02%
Greece,No Full-Time Job,44,1.0,0.02%
Greece,Geographic Information Systems Data Manager (GIS Data Manager),23,1.0,0.02%
Greece,No Full-Time Job,16,1.0,0.02%
Greece,No Full-Time Job,21,1.0,0.02%
Greece,No Full-Time Job,22,1.0,0.02%
Greece,No Full-Time Job,23,1.0,0.02%
Greece,No Full-Time Job,26,1.0,0.02%
Greece,No Full-Time Job,28,1.0,0.02%
Greece,No Full-Time Job,34,1.0,0.02%
Greece,No Full-Time Job,36,1.0,0.02%
Greece,No Full-Time Job,39,1.0,0.02%
Greece,No Full-Time Job,43,1.0,0.02%
Greece,No Full-Time Job,46,1.0,0.02%
Hungary,Data Coordinator,26,1.0,0.02%
Greece,No Full-Time Job,47,1.0,0.02%
Greece,No Full-Time Job,50,1.0,0.02%
Greece,No Full-Time Job,52,1.0,0.02%
Greece,No Full-Time Job,53,1.0,0.02%
Greece,No Full-Time Job,55,1.0,0.02%
Greece,No Full-Time Job,56,1.0,0.02%
Greece,No Full-Time Job,59,1.0,0.02%
Greece,No Full-Time Job,61,1.0,0.02%
Greece,No Full-Time Job,65,1.0,0.02%
Greece,Oracle Database Administrator (Oracle DBA),41,1.0,0.02%
Greece,Oracle Database Administrator (Oracle DBA),49,1.0,0.02%
Italy,Data Entry Representative,41,1.0,0.02%
